city,lat,lng
rind,39.76111,45.17792
noyakert,39.83069,44.66949
nor kyank,39.902,44.63
mrgavan,39.97251,44.53565
meghri,38.90123,46.24308
malishka,39.73787,45.39058
kornidzor,39.54763,46.53046
pokr vedi,39.90289,44.6029
khndzoresk,39.51325,46.43141
karahunj,39.47383,46.35963
kapan,39.20762,46.40678
kaghtsrashen,39.98053,44.62512
kajaran,39.15091,46.15673
jermuk,39.83948,45.67112
taperakan,39.92511,44.59729
goris,39.51111,46.34168
gladzor,39.7807,45.34729
getap,39.76392,45.30829
yelpin,39.80832,45.10985
dalar,39.97539,44.52784
burastan,39.98907,44.49785
akner,39.53491,46.30732
brnakot,39.49742,45.97241
berkanush,39.97729,44.52127
baghramyan,39.98053,44.51392
azatavan,39.98608,44.50568
aygezard,39.95436,44.60229
aygepat,39.95565,44.59181
aygavan,39.87327,44.66984
avshar,39.85388,44.68016
artashat,39.95484,44.54874
armash,39.76672,44.8111
areni,39.72205,45.18392
ararat,39.85494,44.6947
ararat village,39.83166,44.70489
angeghakot,39.56952,45.94452
aghavnadzor,39.78197,45.22708
agarakadzor,39.73608,45.35553
agarak,38.86506,46.19463
arpi,39.73889,45.26672
aralez,39.90005,44.65086
urtsadzor,39.91949,44.82507
karmirgyugh,40.33103,45.14598
horom,40.65973,43.89032
margara,40.03332,44.18048
zovaber,40.56671,44.79028
zorak,40.09168,44.39447
zolakar,40.12512,45.38068
zar,40.25848,44.73328
yerevan,40.17765,44.5126
yerazgavors,40.70288,43.77649
yeraskhahun,40.07233,44.21948
yeranos,40.20428,45.19209
yeghegnut,40.08893,44.16669
vagharshapat,40.16557,44.29462
yeghvard,40.32293,44.48418
voskevaz,40.27508,44.30011
voskevan,41.12081,45.06381
voskehat,40.27789,44.27508
voskehask,40.76426,43.77474
verin karmiraghbyur,40.88044,45.44159
verin getashen,40.13068,45.25293
verin dvin,40.02393,44.5924
verin artashat,39.99731,44.58893
varser,40.55548,44.90832
vardenis,40.1827,45.73156
vardenik,40.13722,45.42914
vardanashen,40.05242,44.19014
vaghashen,40.13611,45.33069
vahagni,40.90698,44.60873
ushi,40.34729,44.37512
ujan,40.29671,44.205
ttujur,40.64644,45.31586
tumanyan,41.0019,44.6494
tsovinar,40.15959,45.46786
tsovazard,40.4751,45.05011
tsovak,40.18254,45.63286
tsovagyugh,40.63348,44.96112
tsakkar,40.17354,45.22201
tsaghkunk,40.57788,44.87793
tsaghkahovit,40.63883,44.22252
tsaghkaber,40.79849,44.10144
tsaghkadzor,40.5325,44.72323
tavush,40.91763,45.40528
tsovasar,40.1382,45.19096
tashir,41.11922,44.28649
tandzut,40.06952,44.07788
talin,40.39172,43.87793
getahovit,40.89523,45.1355
stepanavan,41.00995,44.38531
spitak,40.83131,44.27019
spandaryan,40.66105,44.01551
nubarashen,40.09075,44.5519
alashkert,40.10712,44.05108
solak,40.46252,44.70709
sis,40.05829,44.38892
mushavan,40.14584,44.56638
shnogh,41.14693,44.84043
shirak,40.84042,43.91582
shenavan,40.48328,44.38348
shamiram,40.27654,44.09846
sevkar,41.01599,45.14185
sevan,40.548,44.95314
sarukhan,40.29169,45.13068
sarnaghbyur,40.52368,43.91248
sarigyugh,41.03531,45.14486
sarchapet,41.196,44.38432
saratak,40.6709,43.87231
saramej,40.77487,44.2222
saralanj,40.62116,44.02041
sarahart,40.87043,44.21407
geghakert,40.18516,44.24493
geghashen,40.22754,44.72464
ranchpar,40.02789,44.36951
ptghni,40.25681,44.58195
ptghunk,40.16388,44.36389
pshatavan,40.03888,44.06671
proshyan,40.24731,44.41949
pokr mantash,40.64026,44.04666
zoravan,40.35553,44.52228
pemzashen,40.58612,43.94311
parpi,40.32231,44.31141
paravakar,40.98248,45.36696
parakar,40.16388,44.4057
panik,40.66388,43.97089
oshakan,40.26392,44.31671
sardarapat,40.13206,44.00969
ohanavan,40.3485,44.38717
odzun,41.05321,44.61341
noyemberyan,41.17319,44.99851
nor kharberd,40.09168,44.48053
nor gyugh,40.26494,44.65471
nor geghi,40.31668,44.57785
norashen,40.87683,45.45722
nor armavir,40.08612,43.99451
noramarg,40.02228,44.42511
norakert,40.19733,44.3501
noratus,40.37793,45.18048
nor hachn,40.30296,44.58314
nerkin sasnashen,40.35553,43.9917
nerkin getashen,40.14172,45.27087
nerkin bazmaberd,40.33893,44.01392
artsvanist,40.14857,45.50874
navur,40.86695,45.34179
nalbandyan,40.0639,43.98889
shirakamut,40.85287,44.16366
basen,40.75767,43.99274
mughni,40.31198,44.36671
hovtamej,40.18249,44.25383
mrgastan,40.20007,44.27789
mrgashen,40.28607,44.54449
mrgashat,40.12283,44.06578
mrganush,40.02642,44.55953
movses,40.90534,45.48838
mkhchyan,40.02228,44.4917
mets parni,40.83472,44.11108
mets masrik,40.21948,45.76391
mets mantash,40.64376,44.05653
metsavan,41.20156,44.22877
metsamor,40.07246,44.2905
merdzavan,40.1814,44.40033
melikgyugh,40.66545,44.35358
meghrashen,40.67017,43.95652
meghradzor,40.6068,44.64158
mayakovski,40.24419,44.6341
mastara,40.4471,43.8817
masis,40.06595,44.43669
martuni,40.14028,45.30232
marmarashen,40.05829,44.47229
marmashen,40.83486,43.7779
margahovit,40.73381,44.68474
maralik,40.57595,43.87059
mayisyan,40.84715,43.83938
madina,40.07637,45.25507
lusaghbyur,40.86137,44.03489
lusagyugh,40.08893,44.26947
lukashin,40.18726,44.0039
lichk,40.15933,45.23467
lernavan,40.7882,44.16024
lernapat,40.81538,44.39344
lernantsk,40.79532,44.27435
lernanist,40.46676,44.79249
lernakert,40.5625,43.9389
lermontovo,40.75843,44.63401
khoronk,40.13611,44.24731
lchashen,40.51947,44.93048
lchap,40.45569,45.07507
lanjaghbyur,40.26947,45.14447
kurtan,40.95719,44.55623
kuchak,40.51915,44.39119
koti,41.13243,45.1295
kotayk,40.27789,44.66388
kosh,40.29995,44.15252
koghb,41.18184,44.97608
vanadzor,40.8074,44.49704
hnaberd,40.63721,44.14058
khashtarak,40.93668,45.1821
khachpar,40.12512,44.4057
khachaghbyur,40.16808,45.69259
katnaghbyur,40.38068,43.94733
katnajur,40.82323,44.14137
karchaghbyur,40.17048,45.57785
karbi,40.33069,44.37793
karanlukh,40.10444,45.28972
karakert,40.24451,43.82233
karaberd,40.54309,43.83331
kaputan,40.32507,44.70007
kanakeravan,40.24739,44.53511
kanachut,40.0095,44.54531
kamo,40.82572,43.95071
gavar,40.35398,45.12386
kaghsi,40.47196,44.73744
kakavadzor,40.35406,44.05435
isahakyan,40.61564,43.72643
ijevan,40.88037,45.14776
hrazdan,40.5169,44.75591
armavir,40.15553,44.0388
hayanist,40.11995,44.37298
hatsik,40.17143,43.94993
haghartsin,40.77614,44.96847
gyumri,40.79305,43.84635
gyulagarak,40.96528,44.47128
kamaris,40.23694,44.69153
ghukasavan,40.12394,44.41556
geghamasar,40.31091,45.67924
gugark,40.8046,44.54025
tsiatsan,40.1861,44.26947
gosh,40.73053,45.00012
goght,40.1347,44.78332
gogaran,40.89255,44.19915
getazat,40.03844,44.56369
getashen,40.04449,43.94171
gargar,40.9577,44.44161
geghanist,40.68467,44.02333
gegharkunik,40.25568,45.14728
geghamavan,40.5625,44.88892
garni,40.11931,44.73442
gagarin,40.54026,44.86962
fioletovo,40.72365,44.71664
dzoraghbyur,40.2004,44.63438
dzorakap,40.56811,43.88068
dzoragyugh,40.16817,45.1945
dzithankov,40.50848,43.82092
jrvezh,40.18889,44.62414
jrashen,40.79028,44.18664
jrarat,40.73817,44.02776
jrahovit,40.0473,44.4751
janfida,40.04449,44.02789
dvin,40.01984,44.58376
dsegh,40.9617,44.65003
doghs,40.22229,44.27228
dilijan,40.74037,44.86344
ddmashen,40.57013,44.81609
davtashen,40.21642,44.48088
dasht,40.2279,44.30011
darpas,40.83674,44.42494
darbnik,40.10828,44.37793
dalarik,40.22648,43.8719
chochkan,41.18118,44.83217
charentsavan,40.40289,44.64447
chambarak,40.59655,45.35498
bjni,40.45382,44.64841
byureghavan,40.31335,44.59685
byurakan,40.33894,44.27275
buzhakan,40.45569,44.51947
berdavan,41.20503,44.99967
berd,40.88066,45.38901
bazum,40.86763,44.43978
bazmaghbyur,40.3295,44.319
gandzak,40.32309,45.1103
byuravan,40.01604,44.51889
bambakashat,40.10828,44.01947
balahovit,40.25153,44.60828
bagratashen,41.24358,44.81737
azatan,40.71959,43.82727
haytagh,40.18048,44.23328
ayrum,41.18826,44.90404
haykavan,40.80312,43.75173
aygestan,40.00293,44.55829
aygeshat,40.23608,44.28888
aknalich,40.14728,44.16669
aygehovit,40.97951,45.25033
aygedzor,40.83121,45.54483
metsadzor,40.38036,44.04591
avan,40.21436,44.57846
artimet,40.15008,44.26672
astghadzor,40.12231,45.35553
ashtarak,40.2976,44.36152
ashotsk,41.0377,43.85843
ashnak,40.33069,43.91669
arzni,40.29636,44.5958
arzakan,40.45007,44.60828
artik,40.61918,43.97207
arteni,40.2973,43.76672
hartavan,40.4779,44.40008
artashar,40.11108,44.18329
hartagyugh,40.8346,44.04614
arshaluys,40.16949,44.21393
arinj,40.23356,44.58209
harich,40.60947,44.00308
argel,40.37116,44.59618
argavand,40.15289,44.4389
arevshat,40.65345,44.04419
arevik,40.7417,43.9043
arevashogh,40.86039,44.27438
arevashat,40.13984,44.3744
arjut,40.86118,44.37587
archis,41.16351,44.87631
arbat,40.13892,44.40289
arazap,40.04169,44.14728
arapi,40.78276,43.80583
aramus,40.25095,44.66351
araks,40.05548,44.30292
aragyugh,40.40289,44.54449
aragats,40.48889,44.3529
aragatsavan,40.32121,43.66205
aparan,40.59297,44.35945
apaga,40.09729,44.25293
anushavan,40.65008,43.98053
amasia,40.08331,43.96668
alaverdi,41.09766,44.67316
alapars,40.4223,44.63348
alagyaz,40.68082,44.28797
akunk,40.26672,44.6861
akori,41.08976,44.6173
akhuryan,40.78081,43.90037
akhurik,40.74212,43.77674
haghtanak,41.2172,44.91376
akhtala,41.14952,44.78168
aghavnatun,40.2333,44.25295
aghdzk,40.3139,44.25568
tsaghkalanj,40.20007,44.23053
gandzakar,40.84291,45.16132
agarakavan,40.33069,44.07233
vardadzor,40.1875,45.19389
achajur,40.98781,45.14952
abovyan,40.2717,44.63342
vardablur,40.97083,44.50889
bardzrashen,40.08533,44.57957
nshavan,40.02787,44.52565
norabats,40.10553,44.43329
azatamut,40.98847,45.2067
teghut,40.77851,44.93838
artsvaberd,40.83947,45.47033
lernagog,40.24011,43.87102
aruch,40.28749,44.07798
nor yerznka,40.30011,44.38892
sasunik,40.25012,44.34448
zovuni,40.23307,44.51129
kasakh,40.23555,44.45162
myasnikyan,40.18048,43.91949
hushakert,40.08331,43.93048
lenughi,40.12512,43.96393
zartonk,40.10828,44.16388
gay,40.08444,44.30528
musaler,40.1557,44.37793
darakert,40.10553,44.41388
dashtavan,40.1001,44.39172
nizami,40.09168,44.4057
ayntap,40.09659,44.4646
geghhovit,40.10479,45.2855
taronik,40.13367,44.19957
aratashen,40.12824,44.22803
aknashen,40.09275,44.29157
haykashen,40.07233,44.30829
hovtashat,40.09729,44.34448
sayat-nova,40.07507,44.40008
griboyedov,40.11307,44.27169
amberd,40.24177,44.27128
aygek,40.1889,44.38611
ferik,40.1874,44.20952
nor yedesia,40.22229,44.13348
nor artamet,40.30046,44.55787
tairov,40.16078,44.43435
verin ptghni,40.24387,44.5741
hovtashen,40.02508,44.45007
dimitrov,40.00848,44.4917
mrgavet,40.02789,44.48328
arevabuyr,40.03607,44.46948
nor kyurin,40.07386,44.49731
getapnya,40.1381,44.42795
lanjazat,40.06102,44.57544
erebuni,40.13309,44.53009
nor nork,40.19661,44.5669
nork-marash,40.17417,44.54083
ajapnyak,40.19917,44.47056
lusakunk,40.1778,45.69137
kanaker-zeytun,40.22,44.53833
narek,40.00041,44.66482
vanand,40.10307,43.81506
noravan,40.17244,44.02979
khanjyan,40.18742,43.97718
nor kesaria,40.05941,43.90725
malatia-sebastia,40.17396,44.4457
kentron,40.17806,44.51303
shenik,40.213,43.77033
aygevan,40.14172,43.9751
shengavit,40.1557,44.4779
arevut,40.36394,43.81025
nor artagers,40.06952,44.00568
norapat,40.14172,44.03332
jrarbi,40.08738,44.23995
lernahovit,41.1619,44.36979
arabkir,40.20624,44.50365
sombo,-8.74482,20.98344
saurimo,-9.66078,20.39155
muriege,-9.90719,21.21463
mona quimbundo,-9.91642,20.01095
luia,-8.16981,21.55164
lucapa,-8.41915,20.74466
lóvua,-7.34225,20.17227
dundo,-7.36643,20.81557
chitato,-7.34469,20.82008
chiluage,-9.51944,21.79553
cassanguidi,-7.48367,21.30339
capaia,-8.33569,20.21724
canzar,-7.62345,21.56274
camissombo,-8.15633,20.65638
caita,-7.80473,20.70008
cachimo,-8.35464,21.3304
xamavera,-17.90497,20.44034
sessa,-13.91287,20.79593
rivungo,-16.33422,22.03579
ninda,-14.80669,21.38364
mussuma mitete,-14.20106,21.91051
muié,-14.35605,20.41184
mucusso,-18.02078,21.42566
muconda,-10.59236,21.31805
mavinga,-15.79347,20.36374
macondo,-12.58302,23.75759
luvuei,-13.07299,21.16568
lutuai,-12.65836,20.12994
lutembo,-13.48665,21.37474
cameia,-11.55768,20.78096
lumbala,-14.10165,21.43531
lumbala caquengue,-12.64108,22.58716
luiana,-17.50846,22.72938
luengue,-16.70193,20.25794
lucusse,-12.52457,20.81903
luau,-10.70727,22.22466
cassongo,-12.11029,20.29323
luacano,-11.21762,21.64531
lóvua do zambeze,-11.55572,23.54642
léua,-11.65753,20.44772
lago dilolo,-11.50438,22.01459
nana candundo,-11.5158,23.01579
jamba,-17.5,22.66667
dirico,-17.98378,20.77762
dala,-11.03333,20.2
cutuile,-15.11873,20.99865
cunjamba,-15.37155,20.13923
chiúme,-15.13562,21.17598
cazombo,-11.89914,22.90216
cazage,-11.06715,20.70148
cassamba,-13.13401,20.29864
cassai-sul,-10.58891,21.96974
cangombe,-14.43524,20.03532
camanongue,-11.4361,20.16459
calunda,-12.12213,23.47877
caianda,-11.00625,23.53118
zenza do itombe,-9.28726,14.21138
zala,-7.83837,14.06028
nzagi,-8.38549,15.30126
xinge,-9.77609,19.13644
xandel,-9.3864,17.19425
xá muteba,-9.52337,17.80839
viana,-8.90553,13.37499
uíge,-7.60874,15.06131
úcua,-8.65157,14.15653
uamba,-7.31992,16.1671
nsosso,-6.89832,15.31704
tombôco,-6.80517,13.33017
terreiro,-8.43239,15.10648
tango,-8.09419,15.6349
tando zinze,-5.36667,12.5
tabi,-8.17968,13.35709
soyo,-6.1349,12.36894
soqueco,-9.26243,15.80962
songo,-7.35207,14.84629
sanza pombo,-7.31473,16.0024
milunga,-6.92489,16.34934
samba lucala,-8.98994,15.58408
samba cajú,-8.76217,15.4078
sacandica,-5.97785,15.9571
quixico,-7.98559,14.4198
quisseque,-7.87903,15.21566
quiquiemba,-8.3377,14.9071
quipedro,-6.89604,15.87943
quinzau,-6.86869,12.7572
quinguengue,-7.63968,16.95752
quimbele,-6.52334,16.21625
quilombo quía puto,-9.08299,14.71292
quilombo dos dembos,-8.91023,14.7248
são pedro da quilemba,-9.68346,14.79116
quihuhu,-7.75371,16.59221
quifangondo,-8.76514,13.4331
quicunzo,-8.18193,14.45127
quiculungo,-8.51929,15.31155
quicabo,-8.30899,13.83204
quibocolo,-6.27441,15.06746
quibaxe,-8.50055,14.58589
quiangombe,-9.07712,15.25318
quiage,-8.50671,14.94982
quêssua,-9.47115,16.29262
quêlo,-6.44463,12.7411
quela,-9.2625,17.07148
puri,-7.69468,15.65416
pungo a ndongo,-9.66952,15.58926
piri,-8.53412,14.43555
pedra do feitiço,-5.91869,12.96274
pango aluquém,-8.71311,14.46292
n'zeto,-7.228,12.86956
ambiula,-7.44488,14.64858
nóqui,-5.87503,13.4322
negage,-7.75938,15.2722
necuto,-4.95,12.61667
n'dalatando,-9.29782,14.91162
muxima,-9.51994,13.95805
muxaluando,-8.12307,14.28838
muvulege,-8.98335,18.76788
musserra,-7.61513,13.03506
mussende,-10.5143,16.0199
muquixe,-9.5,16.65
mufuma,-9.10708,17.04883
mucaba,-7.26171,15.07825
milando,-8.81503,17.55458
miconje,-4.45,12.88333
micanda,-8.51445,16.36386
mpala,-6.13972,13.74172
mbanza kongo,-6.26667,14.23833
mateus,-7.57289,15.12065
massau,-7.23056,16.92077
massango,-8.0338,16.3429
massangano,-9.6284,14.2575
massabi,-4.96667,12.08333
marimba,-8.35998,17.02277
maquela do zombo,-6.05716,15.10971
mangando,-8.04728,17.12713
malembo,-5.33732,12.18759
malanje,-9.54015,16.34096
maianga,-8.84693,13.23698
madimba,-6.56728,14.36847
macolo,-7.08487,16.72908
macocola,-6.98306,16.13525
mabubas,-8.52432,13.68622
mabaia,-6.95808,14.79173
luvo,-5.84925,14.08419
luvaca,-5.98333,14.76667
luremo,-8.51504,17.82743
luinga,-8.46753,15.60871
lufico,-6.37092,13.50602
lucala,-9.27268,15.25206
lubalo,-9.15445,19.28136
luangue,-9.53973,19.61014
luanda,-8.83682,13.23432
luali,-5.09142,12.47432
lombe,-9.48718,16.15256
lêmboa,-6.84977,14.91941
lemba,-8.77452,17.2435
kunda dya baze,-8.90769,17.05339
quindeje,-7.15648,13.63689
iongo,-9.20551,17.74898
inhuca,-4.85,12.4
icoca,-6.19901,16.1959
benfica,-8.94432,13.16431
gombe,-8.12439,14.29081
golungo alto,-9.13333,14.76667
funda,-8.84379,13.54805
dondo,-9.68456,14.42788
dombo wa zanga,-8.55624,15.88568
dinge,-5,12.33333
dimuca,-7.88705,15.5065
demba chio,-9.85234,14.03739
dange ya menha,-9.53172,14.65325
quitexe,-7.94014,15.04061
dambi,-7.76784,15.17279
damba,-6.67868,15.13128
cünga diá samba,-8.09635,14.95233
culamagia,-9.8038,16.8967
cuímba,-6.12085,14.62086
cuilo pombo,-7.20344,15.72256
cuilo futa,-6.42505,15.72873
cuilo,-8.23619,19.52566
cuango-luzamba,-9.14583,18.04453
cuale,-8.3542,16.15998
coxe,-8.47825,14.7902
cêrca,-9.05886,14.5688
caxito,-8.57848,13.66425
caxinga,-9.5437,17.02021
cavunga,-8.9233,14.65251
caungula,-8.4223,18.63557
catete,-9.10567,13.68816
cateco cangola,-8.45986,15.82614
cassoneca,-9.24347,13.85292
caribo,-9.65475,16.6681
cariamba,-8.59871,15.19786
capenda camulemba,-9.41818,18.43533
canhoca,-9.25,14.68333
cangola,-7.95934,15.86431
cangandala,-9.78333,16.43333
canacassala,-8.16263,14.11663
cambondo,-9.16273,14.66393
cambamba,-8.16579,14.76537
camaxilo,-8.3383,18.91055
camatambo,-6.5054,15.31514
camame,-8.98772,14.99133
camabatela,-8.18812,15.37495
calumbo,-9.14692,13.41936
cuango calumbo,-7.67712,15.10682
caluca,-6.78315,14.1123
caluango,-8.26831,19.69938
calandula,-9.08981,15.95382
caiongo,-7.73927,15.91288
cage mazumbo,-8.29968,14.34494
cacuso,-9.42102,15.74668
caculo cabaça,-8.7547,15.27112
caculo cahango,-9.30063,14.06824
caculama,-9.48333,16.85
cacuaco,-8.7798,13.37478
cacongo,-5.23864,12.14428
cabuta,-9.83633,14.86325
cabombo,-8.21012,16.63593
cabo ledo,-9.65556,13.23917
cabiri,-8.92211,13.65878
cabinda,-5.56198,12.19476
bungo,-7.43956,15.38524
bula atumba,-8.67417,14.797
buenga-sul,-6.94804,15.86225
nova esperança,-6.73303,15.88822
buela,-5.91667,14.55
buco zau,-4.76667,12.55
bom jesus,-9.16667,13.56667
bolongongo,-8.46448,15.2482
bindo,-8.15334,15.2099
béu,-6.23047,15.46687
bengo,-8.23577,15.88785
bembe,-7.02893,14.30681
cambo suinginge,-8.81189,16.78557
belize,-4.65,12.76667
bela vista,-7.81165,13.79888
barra do dande,-8.47175,13.37011
barra do cuanza,-9.30864,13.13714
lucunga,-7.56844,15.27539
banza damba,-6.88831,15.01522
mbanji ya ngola,-8.4381,16.66977
banga,-8.73013,15.1669
bailundo,-9.57499,15.99442
ambriz,-7.84632,13.10784
alfândega,-7.53706,15.83843
aldeía nova,-8.61481,15.10991
gama,-8.5675,13.47639
cazenga,-8.83796,13.28399
golfe,-8.86639,13.26173
camama,-8.93611,13.26518
mussulo,-8.94474,13.07529
talatona,-8.91783,13.18562
cambaxe,-9.40488,16.48516
buco,-9.55833,16.14639
xassengue,-10.45923,18.53331
xangongo,-16.7444,14.97494
alto hama,-12.23333,15.55
waku kungo,-11.35669,15.11719
virei,-15.727,12.94961
ussoque,-12.35362,15.10222
umpulo,-12.70392,17.6912
ucuma,-12.96121,15.05958
ucu seles,-11.41237,14.30663
tômbua,-15.80394,11.84485
alto cuito,-13.43333,18.86667
chinjenje,-12.82494,14.92823
sumbe,-11.20605,13.84371
soma cuanza,-13.5055,17.36439
savate,-16.83338,17.96231
sautar,-11.18552,18.44084
sanga,-11.12869,15.42638
sande,-12.30569,17.35035
sambo,-13.05934,16.11992
rito,-16.69198,19.08834
ringoma,-12.39902,17.54367
quitapa,-10.30066,18.19894
quissongo,-10.0425,15.07956
cassanje,-11.05782,14.95392
quirimbo,-10.67373,14.25832
quirima,-10.89535,18.08381
quipungo,-14.81909,14.53504
quipeio,-12.43333,15.5
quimbango,-10.96384,17.57469
quilengues,-14.07526,14.07642
quilenda,-11.46667,14.13333
quihita,-15.38022,13.96436
quenha,-10.14586,15.45353
quicombo,-11.31944,13.81671
quibala,-10.73366,14.97995
porto amboim,-10.73251,13.76844
pambangala,-11.707,15.2486
otchindjau,-16.50253,13.92376
ondjiva,-17.06667,15.73333
nharêa,-11.47512,16.96496
gangula,-11.00531,13.91254
nehone,-16.63681,16.03045
negola,-14.14025,14.49384
naulila,-17.20189,14.68076
nancova,-16.38995,18.98676
mossamedes,-15.19611,12.15222
namacunde,-17.30632,15.84505
mutumbo,-13.18144,17.39704
mupa,-16.17679,15.74622
munhango,-12.15846,18.5555
mungo,-11.83268,16.23613
